2018/01/01,0.008,112,0.395833333,9,1,PMI,L,P,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Spain,0
2018/01/01,0.008,113,0.475694444,11,0,PMI,S,P,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Spain,0
2018/01/01,0.008,625,0.819444444,19,0,LHR,S,F,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,United Kingdom,2
